,movie_id,title,score_recomendacao
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9933765966213433
943,1244,Manhattan (1979),0.9906417387721467
5227,8533,"Notebook, The (2004)",0.9906108364235683
2216,2944,"Dirty Dozen, The (1967)",0.9901833539348991
906,1204,Lawrence of Arabia (1962),0.988627935723115
785,1028,Mary Poppins (1964),0.9883549649773383
461,527,Schindler's List (1993),0.9872064276885044
886,1183,"English Patient, The (1996)",0.9870519159456119
949,1250,"Bridge on the River Kwai, The (1957)",0.9867737948084055
7646,88140,Captain America: The First Avenger (2011),0.9863823650597445
