,movie_id,title,score_recomendacao
510,593,"Silence of the Lambs, The (1991)",0.9978368355995055
2836,3793,X-Men (2000),0.9969355170992996
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9968119077049856
990,1291,Indiana Jones and the Last Crusade (1989),0.9951534816646065
2966,3977,Charlie's Angels (2000),0.9922074577667903
3010,4027,"O Brother, Where Art Thou? (2000)",0.9911207251751134
902,1200,Aliens (1986),0.9906005356407087
224,260,Star Wars: Episode IV - A New Hope (1977),0.9903996703749486
2982,3994,Unbreakable (2000),0.9901060980634528
3991,5630,Red Dragon (2002),0.9885146271116605
