,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9973526988051092
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9968273588792749
2226,2959,Fight Club (1999),0.996744952616399
7372,79132,Inception (2010),0.9961423568191182
4351,6365,"Matrix Reloaded, The (2003)",0.9957921302018953
706,924,2001: A Space Odyssey (1968),0.9953646477132263
5160,8360,Shrek 2 (2004),0.9953028430160693
4639,6934,"Matrix Revolutions, The (2003)",0.995040173053152
939,1240,"Terminator, The (1984)",0.995019571487433
512,595,Beauty and the Beast (1991),0.9938761845900288
