,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.9948805109188299
695,913,"Maltese Falcon, The (1941)",0.992398022249691
1494,2019,Seven Samurai (Shichinin no samurai) (1954),0.9917696744952617
6155,44199,Inside Man (2006),0.9891893283889577
2226,2959,Fight Club (1999),0.9884940255459415
1005,1307,When Harry Met Sally... (1989),0.9884322208487846
355,410,Addams Family Values (1993),0.9877420683971982
47,52,Mighty Aphrodite (1995),0.9866347342398023
306,348,Bullets Over Broadway (1994),0.9863978162340338
375,431,Carlito's Way (1993),0.9857282653481665
