,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9952204367531933
2226,2959,Fight Club (1999),0.9945199835187474
4351,6365,"Matrix Reloaded, The (2003)",0.9941234033786568
4639,6934,"Matrix Revolutions, The (2003)",0.9938349814585907
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9937834775442934
990,1291,Indiana Jones and the Last Crusade (1989),0.9935774618871035
939,1240,"Terminator, The (1984)",0.993258137618459
474,541,Blade Runner (1982),0.992789451998352
706,924,2001: A Space Odyssey (1968),0.9927688504326329
902,1200,Aliens (1986),0.9927327976926247
