,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9948444581788216
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.994489081170169
3562,4878,Donnie Darko (2001),0.9937886279357231
4351,6365,"Matrix Reloaded, The (2003)",0.9937525751957148
4639,6934,"Matrix Revolutions, The (2003)",0.993278739184178
474,541,Blade Runner (1982),0.9928821590440873
1298,1732,"Big Lebowski, The (1998)",0.9925885867325916
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9923001648125258
7258,74458,Shutter Island (2010),0.9914245982694685
520,608,Fargo (1996),0.9909971157807993
