,movie_id,title,score_recomendacao
4639,6934,"Matrix Revolutions, The (2003)",0.9901266996291718
6453,52281,Grindhouse (2007),0.9897095179233621
7620,87232,X-Men: First Class (2011),0.985697362999588
4351,6365,"Matrix Reloaded, The (2003)",0.9834620931190772
7646,88140,Captain America: The First Avenger (2011),0.9833230325504738
2803,3745,Titan A.E. (2000),0.9831891223733004
5374,8961,"Incredibles, The (2004)",0.9826071281417388
8425,111362,X-Men: Days of Future Past (2014),0.98176246394726
902,1200,Aliens (1986),0.9813298310671611
7324,77561,Iron Man 2 (2010),0.9811341161928306
