,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9967346518335394
4351,6365,"Matrix Reloaded, The (2003)",0.995143180881747
4639,6934,"Matrix Revolutions, The (2003)",0.9945766378244747
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9938040791100122
706,924,2001: A Space Odyssey (1968),0.9936959208899876
4615,6874,Kill Bill: Vol. 1 (2003),0.9933508446641945
474,541,Blade Runner (1982),0.9930675731355583
1476,2001,Lethal Weapon 2 (1989),0.9920735475896169
1477,2002,Lethal Weapon 3 (1992),0.9917130201895346
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9916306139266584
