,movie_id,title,score_recomendacao
138,165,Die Hard: With a Vengeance (1995),0.9961629583848373
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.99569427276473
297,339,While You Were Sleeping (1995),0.9934590028842192
5,6,Heat (1995),0.9933920477956326
157,186,Nine Months (1995),0.9926040379068809
44,48,Pocahontas (1995),0.990389369592089
142,170,Hackers (1995),0.989529254223321
263,303,"Quick and the Dead, The (1995)",0.9887927482488669
124,151,Rob Roy (1995),0.9885970333745365
239,277,Miracle on 34th Street (1994),0.9884785743716523
