,movie_id,title,score_recomendacao
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.997399052327977
2226,2959,Fight Club (1999),0.9973939019365471
6710,58559,"Dark Knight, The (2008)",0.997234239802225
5,6,Heat (1995),0.9960805521219613
138,165,Die Hard: With a Vengeance (1995),0.9958848372476308
1298,1732,"Big Lebowski, The (1998)",0.9952770910589205
224,260,Star Wars: Episode IV - A New Hope (1977),0.9950350226617224
509,592,Batman (1989),0.9950350226617223
7768,91529,"Dark Knight Rises, The (2012)",0.9949835187474247
44,48,Pocahontas (1995),0.99446847960445
