,movie_id,title,score_recomendacao
914,1213,Goodfellas (1990),0.9981098063452822
257,296,Pulp Fiction (1994),0.9967346518335394
4159,5989,Catch Me If You Can (2002),0.9958590852904822
7258,74458,Shutter Island (2010),0.9948547589616812
4141,5956,Gangs of New York (2002),0.9939740420271941
1053,1370,Die Hard 2 (1990),0.9937268232385662
1124,1466,Donnie Brasco (1997),0.9935105067985167
46,50,"Usual Suspects, The (1995)",0.9921662546353522
2226,2959,Fight Club (1999),0.992109600329625
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9919293366295839
