,movie_id,title,score_recomendacao
0,1,Toy Story (1995),0.9899670374948496
483,551,"Nightmare Before Christmas, The (1993)",0.9884013185002061
18,19,Ace Ventura: When Nature Calls (1995),0.9867943963741244
1,2,Jumanji (1995),0.9865111248454882
157,186,Nine Months (1995),0.9863926658426041
337,380,True Lies (1994),0.9860630407911002
145,173,Judge Dredd (1995),0.9851153687680264
599,745,Wallace & Gromit: A Close Shave (1995),0.9850947672023074
1543,2078,"Jungle Book, The (1967)",0.98483724763082
422,485,Last Action Hero (1993),0.9827049855789041
