,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9893180881747012
472,539,Sleepless in Seattle (1993),0.9863772146683147
2605,3481,High Fidelity (2000),0.9856458590852905
6,7,Sabrina (1995),0.9853419859909354
0,1,Toy Story (1995),0.9853316852080758
2944,3948,Meet the Parents (2000),0.9848526988051092
2982,3994,Unbreakable (2000),0.9836166048619694
7355,78499,Toy Story 3 (2010),0.9822929542645241
2478,3301,"Whole Nine Yards, The (2000)",0.9810002060156573
2966,3977,Charlie's Angels (2000),0.980433662958385
