,movie_id,title,score_recomendacao
92,104,Happy Gilmore (1996),0.9952358879274824
2700,3623,Mission: Impossible II (2000),0.9951483312731768
5735,30793,Charlie and the Chocolate Factory (2005),0.9948290070045323
1083,1407,Scream (1996),0.9919962917181706
656,849,Escape from L.A. (1996),0.9919344870210135
621,786,Eraser (1996),0.9914761021837659
1052,1367,101 Dalmatians (1996),0.9910537700865265
645,832,Ransom (1996),0.9904202719406675
253,292,Outbreak (1995),0.9900185414091471
533,628,Primal Fear (1996),0.9889730119489082
