,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9975793160280182
257,296,Pulp Fiction (1994),0.9971054800164814
3562,4878,Donnie Darko (2001),0.9968479604449938
4351,6365,"Matrix Reloaded, The (2003)",0.9962556654305728
4639,6934,"Matrix Revolutions, The (2003)",0.9956891223733004
4159,5989,Catch Me If You Can (2002),0.9954882571075402
706,924,2001: A Space Odyssey (1968),0.9943448702101361
3141,4226,Memento (2000),0.9942006592501029
7258,74458,Shutter Island (2010),0.9940203955500619
7212,72998,Avatar (2009),0.9929645653069634
