,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9976617222908941
287,329,Star Trek: Generations (1994),0.9956067161104244
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.99528739184178
902,1200,Aliens (1986),0.9945869386073342
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9945869386073342
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9944118252987227
3832,5378,Star Wars: Episode II - Attack of the Clones (2002),0.9942830655129791
990,1291,Indiana Jones and the Last Crusade (1989),0.9938555830243099
706,924,2001: A Space Odyssey (1968),0.9923053152039556
257,296,Pulp Fiction (1994),0.9920992995467657
