,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9969818706221674
2226,2959,Fight Club (1999),0.9968376596621343
257,296,Pulp Fiction (1994),0.996271116604862
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9959002884219201
7372,79132,Inception (2010),0.995678821590441
4351,6365,"Matrix Reloaded, The (2003)",0.9948650597445405
4639,6934,"Matrix Revolutions, The (2003)",0.9946693448702102
474,541,Blade Runner (1982),0.9946435929130615
815,1073,Willy Wonka & the Chocolate Factory (1971),0.9946178409559128
3854,5418,"Bourne Identity, The (2002)",0.9942470127729708
