,movie_id,title,score_recomendacao
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",0.9975226617222909
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9963277709105892
701,919,"Wizard of Oz, The (1939)",0.9945611866501856
7078,69844,Harry Potter and the Half-Blood Prince (2009),0.994303667078698
7465,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),0.99364956736712
6221,45722,Pirates of the Caribbean: Dead Man's Chest (2006),0.9928564070869386
3194,4306,Shrek (2001),0.9920323444581789
6488,53125,Pirates of the Caribbean: At World's End (2007),0.9918469303667079
6075,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",0.9917902760609807
1005,1307,When Harry Met Sally... (1989),0.9914915533580553
