,movie_id,title,score_recomendacao
302,344,Ace Ventura: Pet Detective (1994),0.9971775854964978
2700,3623,Mission: Impossible II (2000),0.9949629171817058
483,551,"Nightmare Before Christmas, The (1993)",0.9941491553358055
337,380,True Lies (1994),0.9932941903584673
297,339,While You Were Sleeping (1995),0.9929954676555419
1398,1917,Armageddon (1998),0.9927070457354759
1545,2081,"Little Mermaid, The (1989)",0.9923516687268232
3194,4306,Shrek (2001),0.9908271528636178
44,48,Pocahontas (1995),0.990389369592089
239,277,Miracle on 34th Street (1994),0.9899618871034199
