,movie_id,title,score_recomendacao
3141,4226,Memento (2000),0.9971672847136384
138,165,Die Hard: With a Vengeance (1995),0.996904614750721
1298,1732,"Big Lebowski, The (1998)",0.9959260403790688
2078,2762,"Sixth Sense, The (1999)",0.9948805109188298
602,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.9941697569015246
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9941543057272353
7372,79132,Inception (2010),0.9940100947672023
828,1089,Reservoir Dogs (1992),0.9927018953440462
18,19,Ace Ventura: When Nature Calls (1995),0.992356819118253
3562,4878,Donnie Darko (2001),0.9921199011124846
