,movie_id,title,score_recomendacao
126,153,Batman Forever (1995),0.9960548001648125
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9954161516275237
337,380,True Lies (1994),0.9944993819530284
18,19,Ace Ventura: When Nature Calls (1995),0.992542233209724
939,1240,"Terminator, The (1984)",0.9921456530696333
486,555,True Romance (1993),0.9921302018953442
422,485,Last Action Hero (1993),0.9920683971981871
385,442,Demolition Man (1993),0.9919808405438814
10,11,"American President, The (1995)",0.9891223733003709
964,1265,Groundhog Day (1993),0.9885403790688093
