,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9976256695508858
257,296,Pulp Fiction (1994),0.9971054800164814
4935,7438,Kill Bill: Vol. 2 (2004),0.996801606922126
2226,2959,Fight Club (1999),0.996374124433457
6315,48516,"Departed, The (2006)",0.996229913473424
5917,33794,Batman Begins (2005),0.9960754017305316
7768,91529,"Dark Knight Rises, The (2012)",0.9948908117016892
509,592,Batman (1989),0.9936444169756902
8063,99114,Django Unchained (2012),0.9936392665842605
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9934126493613515
