,movie_id,title,score_recomendacao
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.99815615986815
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9964410795220437
2014,2683,Austin Powers: The Spy Who Shagged Me (1999),0.9963483724763081
990,1291,Indiana Jones and the Last Crusade (1989),0.9958951380304903
1154,1517,Austin Powers: International Man of Mystery (1997),0.9924855789039967
969,1270,Back to the Future (1985),0.9923310671611043
1486,2011,Back to the Future Part II (1989),0.9916615162752369
8053,98809,"Hobbit: An Unexpected Journey, The (2012)",0.9912288833951381
914,1213,Goodfellas (1990),0.9906932426864442
4018,5679,"Ring, The (2002)",0.9890142150803461
