,movie_id,title,score_recomendacao
3141,4226,Memento (2000),0.9988360115368768
2226,2959,Fight Club (1999),0.9960960032962506
1231,1639,Chasing Amy (1997),0.9936959208899877
1232,1641,"Full Monty, The (1997)",0.9905490317264112
1199,1597,Conspiracy Theory (1997),0.9901473011948908
1304,1747,Wag the Dog (1997),0.9899979398434281
1131,1479,"Saint, The (1997)",0.9883446641944788
1215,1614,In & Out (1997),0.9881901524515864
2260,3000,Princess Mononoke (Mononoke-hime) (1997),0.9879686856201071
1218,1617,L.A. Confidential (1997),0.9879583848372477
