,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9969767202307375
1298,1732,"Big Lebowski, The (1998)",0.9964822826534817
3562,4878,Donnie Darko (2001),0.996477132262052
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9964719818706222
863,1136,Monty Python and the Holy Grail (1975),0.9963226205191595
3141,4226,Memento (2000),0.9962402142562834
1734,2329,American History X (1998),0.9958230325504739
520,608,Fargo (1996),0.9956324680675732
7010,68157,Inglourious Basterds (2009),0.9955088586732592
46,50,"Usual Suspects, The (1995)",0.9951328800988875
