,movie_id,title,score_recomendacao
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9971363823650597
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9967449526163988
224,260,Star Wars: Episode IV - A New Hope (1977),0.9964256283477545
5166,8368,Harry Potter and the Prisoner of Azkaban (2004),0.9955397610218377
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9955191594561188
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9951534816646065
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9950298722702926
4351,6365,"Matrix Reloaded, The (2003)",0.9948650597445405
4639,6934,"Matrix Revolutions, The (2003)",0.9944839307787392
322,364,"Lion King, The (1994)",0.9944787803873094
