,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9993922538112897
6630,56174,I Am Legend (2007),0.9925319324268644
939,1240,"Terminator, The (1984)",0.9906623403378657
7646,88140,Captain America: The First Avenger (2011),0.9884219200659251
902,1200,Aliens (1986),0.9880974454058509
5931,34048,War of the Worlds (2005),0.9813504326328801
4639,6934,"Matrix Revolutions, The (2003)",0.9813195302843016
8376,109487,Interstellar (2014),0.9809281005356407
7620,87232,X-Men: First Class (2011),0.9806911825298723
2836,3793,X-Men (2000),0.9805263700041204
