,movie_id,title,score_recomendacao
0,1,Toy Story (1995),0.9969200659250104
2355,3114,Toy Story 2 (1999),0.9957457766790276
4334,6333,X2: X-Men United (2003),0.994612690564483
5374,8961,"Incredibles, The (2004)",0.9932684384013186
6209,45499,X-Men: The Last Stand (2006),0.9924907292954266
3568,4886,"Monsters, Inc. (2001)",0.9922692624639473
4,5,Father of the Bride Part II (1995),0.9909610630407912
506,588,Aladdin (1992),0.9901730531520396
7075,69757,(500) Days of Summer (2009),0.9898073753605274
3790,5299,My Big Fat Greek Wedding (2002),0.9894519983518748
