,movie_id,title,score_recomendacao
1154,1517,Austin Powers: International Man of Mystery (1997),0.9973990523279769
5160,8360,Shrek 2 (2004),0.9972496909765143
7372,79132,Inception (2010),0.9964204779563247
509,592,Batman (1989),0.995776679027606
3903,5481,Austin Powers in Goldmember (2002),0.9956530696332921
3562,4878,Donnie Darko (2001),0.9952719406674908
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.9951174289245983
512,595,Beauty and the Beast (1991),0.994895962093119
5374,8961,"Incredibles, The (2004)",0.9941955088586734
6710,58559,"Dark Knight, The (2008)",0.9938967861557478
