,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9927585496497734
257,296,Pulp Fiction (1994),0.992562834775443
922,1221,"Godfather: Part II, The (1974)",0.989797074577668
685,903,Vertigo (1958),0.9873197362999588
2078,2762,"Sixth Sense, The (1999)",0.9866295838483725
7258,74458,Shutter Island (2010),0.98586217552534
943,1244,Manhattan (1979),0.9855428512566955
3854,5418,"Bourne Identity, The (2002)",0.9850690152451587
4176,6016,City of God (Cidade de Deus) (2002),0.9849042027194067
217,253,Interview with the Vampire: The Vampire Chronicles (1994),0.9843325092707045
