,movie_id,title,score_recomendacao
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9901163988463124
1545,2081,"Little Mermaid, The (1989)",0.989385043263288
506,588,Aladdin (1992),0.988875154511743
5166,8368,Harry Potter and the Prisoner of Azkaban (2004),0.9883086114544706
322,364,"Lion King, The (1994)",0.9843737124021426
551,661,James and the Giant Peach (1996),0.9815049443757726
785,1028,Mary Poppins (1964),0.9787134322208488
1543,2078,"Jungle Book, The (1967)",0.9743613514627112
6453,52281,Grindhouse (2007),0.9734857849196539
5227,8533,"Notebook, The (2004)",0.9711423568191183
