,movie_id,title,score_recomendacao
126,153,Batman Forever (1995),0.994386073341574
253,292,Outbreak (1995),0.9937268232385662
145,173,Judge Dredd (1995),0.9919756901524516
5,6,Heat (1995),0.9906108364235682
133,160,Congo (1995),0.989632262051916
224,260,Star Wars: Episode IV - A New Hope (1977),0.988545529460239
20,21,Get Shorty (1995),0.9878502266172229
118,145,Bad Boys (1995),0.9877626699629172
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.987664812525752
10,11,"American President, The (1995)",0.9870828182941904
