,movie_id,title,score_recomendacao
5,6,Heat (1995),0.9925576843840132
18,19,Ace Ventura: When Nature Calls (1995),0.9914297486608983
126,153,Batman Forever (1995),0.9907704985578905
44,48,Pocahontas (1995),0.990760197775031
253,292,Outbreak (1995),0.9879789864029667
140,168,First Knight (1995),0.9877523691800577
157,186,Nine Months (1995),0.9866707869798105
145,173,Judge Dredd (1995),0.986413267408323
15,16,Casino (1995),0.9863720642768851
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9862742068397199
