,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9964256283477545
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9954367531932428
969,1270,Back to the Future (1985),0.9947414503502267
504,586,Home Alone (1990),0.9934796044499382
902,1200,Aliens (1986),0.9934744540585084
276,317,"Santa Clause, The (1994)",0.9917027194066749
2039,2717,Ghostbusters II (1989),0.9914245982694685
1477,2002,Lethal Weapon 3 (1992),0.9906932426864442
1476,2001,Lethal Weapon 2 (1989),0.9905902348578493
1083,1407,Scream (1996),0.9905129789864029
