,movie_id,title,score_recomendacao
1545,2081,"Little Mermaid, The (1989)",0.9946693448702101
5269,8665,"Bourne Supremacy, The (2004)",0.9939894932014833
3194,4306,Shrek (2001),0.993422950144211
44,48,Pocahontas (1995),0.9930778739184178
5374,8961,"Incredibles, The (2004)",0.9928049031726411
981,1282,Fantasia (1940),0.9919756901524517
7372,79132,Inception (2010),0.9917851256695509
618,783,"Hunchback of Notre Dame, The (1996)",0.9917027194066749
780,1022,Cinderella (1950),0.991661516275237
5160,8360,Shrek 2 (2004),0.9910383189122374
