,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9925267820354347
4909,7361,Eternal Sunshine of the Spotless Mind (2004),0.9918675319324269
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9918366295838483
2078,2762,"Sixth Sense, The (1999)",0.9913576431808817
520,608,Fargo (1996),0.9908117016893283
828,1089,Reservoir Dogs (1992),0.9891790276060981
7258,74458,Shutter Island (2010),0.9887360939431397
314,356,Forrest Gump (1994),0.9867428924598269
4796,7147,Big Fish (2003),0.9867428924598269
5302,8784,Garden State (2004),0.9866707869798105
