,movie_id,title,score_recomendacao
512,595,Beauty and the Beast (1991),0.9851617222908942
6522,54001,Harry Potter and the Order of the Phoenix (2007),0.9840131850020603
7078,69844,Harry Potter and the Half-Blood Prince (2009),0.9834569427276473
969,1270,Back to the Future (1985),0.9821332921302018
3562,4878,Donnie Darko (2001),0.9819221260815822
7644,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.981721260815822
7372,79132,Inception (2010),0.9814019365471777
701,919,"Wizard of Oz, The (1939)",0.9811186650185415
785,1028,Mary Poppins (1964),0.9810311083642357
355,410,Addams Family Values (1993),0.9806963329213021
