,movie_id,title,score_recomendacao
1939,2571,"Matrix, The (1999)",0.9977338277709106
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",0.9976153687680264
257,296,Pulp Fiction (1994),0.9972908941079522
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9972084878450762
3562,4878,Donnie Darko (2001),0.9969406674907293
4909,7361,Eternal Sunshine of the Spotless Mind (2004),0.996781005356407
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.996435929130614
224,260,Star Wars: Episode IV - A New Hope (1977),0.9960548001648126
2078,2762,"Sixth Sense, The (1999)",0.9956221672847136
1224,1625,"Game, The (1997)",0.9953337453646478
