,movie_id,title,score_recomendacao
4639,6934,"Matrix Revolutions, The (2003)",0.9955037082818294
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9891223733003709
2226,2959,Fight Club (1999),0.9870107128141739
706,924,2001: A Space Odyssey (1968),0.9864647713226204
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9864390193654718
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9862690564482901
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9855170992995468
474,541,Blade Runner (1982),0.9854655953852494
6470,52722,Spider-Man 3 (2007),0.9847033374536465
6630,56174,I Am Legend (2007),0.984651833539349
