,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.998403378656778
2078,2762,"Sixth Sense, The (1999)",0.9971981870622166
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9967501030078286
3141,4226,Memento (2000),0.9963329213020189
4935,7438,Kill Bill: Vol. 2 (2004),0.9962453646477132
2226,2959,Fight Club (1999),0.9959105892047795
46,50,"Usual Suspects, The (1995)",0.995040173053152
685,903,Vertigo (1958),0.9947362999587969
98,111,Taxi Driver (1976),0.993834981458591
2641,3535,American Psycho (2000),0.9918520807581377
