,movie_id,title,score_recomendacao
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9949114132674083
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9948805109188299
257,296,Pulp Fiction (1994),0.9945096827358879
7372,79132,Inception (2010),0.9942882159044087
990,1291,Indiana Jones and the Last Crusade (1989),0.993299340749897
706,924,2001: A Space Odyssey (1968),0.9928615574783684
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.992356819118253
902,1200,Aliens (1986),0.9922692624639472
4909,7361,Eternal Sunshine of the Spotless Mind (2004),0.9922383601153688
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9921353522867737
