,movie_id,title,score_recomendacao
820,1080,Monty Python's Life of Brian (1979),0.9963792748248866
3568,4886,"Monsters, Inc. (2001)",0.9944015245158633
140,168,First Knight (1995),0.9943345694272765
6772,60069,WALL·E (2008),0.9939276885043263
551,661,James and the Giant Peach (1996),0.9926297898640297
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9925731355583024
2260,3000,Princess Mononoke (Mononoke-hime) (1997),0.9923259167696745
4581,6807,Monty Python's The Meaning of Life (1983),0.9920632468067574
5791,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),0.9912288833951381
322,364,"Lion King, The (1994)",0.9909559126493613
