,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9937319736299959
5,6,Heat (1995),0.9933920477956326
3141,4226,Memento (2000),0.9928100535640709
1734,2329,American History X (1998),0.9927637000412032
5269,8665,"Bourne Supremacy, The (2004)",0.9924134734239802
3167,4262,Scarface (1983),0.9916100123609395
486,555,True Romance (1993),0.9911104243922539
1498,2023,"Godfather: Part III, The (1990)",0.9897404202719408
3614,4963,Ocean's Eleven (2001),0.9890554182117841
1295,1729,Jackie Brown (1997),0.98852492789452
