,movie_id,title,score_recomendacao
3562,4878,Donnie Darko (2001),0.9955500618046971
224,260,Star Wars: Episode IV - A New Hope (1977),0.9953131437989288
1939,2571,"Matrix, The (1999)",0.9951380304903172
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9947517511330861
257,296,Pulp Fiction (1994),0.994695096827359
5160,8360,Shrek 2 (2004),0.9945611866501856
706,924,2001: A Space Odyssey (1968),0.9938813349814586
6522,54001,Harry Potter and the Order of the Phoenix (2007),0.9935620107128141
7078,69844,Harry Potter and the Half-Blood Prince (2009),0.9934693036670788
5260,8636,Spider-Man 2 (2004),0.993464153275649
