,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9970745776679029
7372,79132,Inception (2010),0.9958642356819118
4351,6365,"Matrix Reloaded, The (2003)",0.995514009064689
4639,6934,"Matrix Revolutions, The (2003)",0.9951328800988875
2836,3793,X-Men (2000),0.9949886691388546
706,924,2001: A Space Odyssey (1968),0.9933250927070458
3819,5349,Spider-Man (2002),0.9932169344870211
902,1200,Aliens (1986),0.9931036258755666
939,1240,"Terminator, The (1984)",0.9929800164812526
6630,56174,I Am Legend (2007),0.9918829831067162
