,movie_id,title,score_recomendacao
902,1200,Aliens (1986),0.9876339101771735
474,541,Blade Runner (1982),0.9871343222084878
4639,6934,"Matrix Revolutions, The (2003)",0.9853986402966626
7372,79132,Inception (2010),0.9850175113308612
4351,6365,"Matrix Reloaded, The (2003)",0.9847599917593737
615,780,Independence Day (a.k.a. ID4) (1996),0.9837968685620107
6630,56174,I Am Legend (2007),0.9837247630819943
8376,109487,Interstellar (2014),0.9834311907704987
2836,3793,X-Men (2000),0.9829367531932427
5931,34048,War of the Worlds (2005),0.981906674907293
