,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.996332921302019
2031,2706,American Pie (1999),0.9917387721466832
2302,3052,Dogma (1999),0.9886382365059745
1883,2502,Office Space (1999),0.9873300370828184
2382,3160,Magnolia (1999),0.9865059744540585
1872,2490,Payback (1999),0.9841985990935311
2190,2908,Boys Don't Cry (1999),0.9834260403790689
1962,2605,Entrapment (1999),0.9832612278533168
2259,2997,Being John Malkovich (1999),0.982890399670375
2372,3147,"Green Mile, The (1999)",0.9825916769674495
