,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9946641944787805
3819,5349,Spider-Man (2002),0.9930315203955501
287,329,Star Trek: Generations (1994),0.9929182117840957
1044,1356,Star Trek: First Contact (1996),0.9924546765554183
5374,8961,"Incredibles, The (2004)",0.9915997115780799
138,165,Die Hard: With a Vengeance (1995),0.9915276060980636
939,1240,"Terminator, The (1984)",0.9907550473836012
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9905593325092708
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9902400082406263
1398,1917,Armageddon (1998),0.9900185414091471
