,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9954367531932428
706,924,2001: A Space Odyssey (1968),0.9940667490729296
1576,2115,Indiana Jones and the Temple of Doom (1984),0.993567161104244
615,780,Independence Day (a.k.a. ID4) (1996),0.9928821590440873
287,329,Star Trek: Generations (1994),0.9928255047383602
275,316,Stargate (1994),0.9927430984754841
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9924134734239802
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9920786979810465
7018,68358,Star Trek (2009),0.9917593737124022
8376,109487,Interstellar (2014),0.9911258755665431
