,movie_id,title,score_recomendacao
322,364,"Lion King, The (1994)",0.9944787803873094
44,48,Pocahontas (1995),0.9922435105067986
276,317,"Santa Clause, The (1994)",0.9919808405438814
868,1148,Wallace & Gromit: The Wrong Trousers (1993),0.9910125669550887
1543,2078,"Jungle Book, The (1967)",0.9902142562834776
981,1282,Fantasia (1940),0.9899361351462712
140,168,First Knight (1995),0.9894210960032963
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9891120725175113
412,474,In the Line of Fire (1993),0.9890296662546354
422,485,Last Action Hero (1993),0.9879892871858261
