,movie_id,title,score_recomendacao
6710,58559,"Dark Knight, The (2008)",0.9963998763906058
1164,1544,"Lost World: Jurassic Park, The (1997)",0.9945766378244747
5917,33794,Batman Begins (2005),0.9936650185414091
1060,1377,Batman Returns (1992),0.9926040379068809
311,353,"Crow, The (1994)",0.9923104655953853
7768,91529,"Dark Knight Rises, The (2012)",0.992109600329625
1174,1562,Batman & Robin (1997),0.9914761021837659
287,329,Star Trek: Generations (1994),0.9893026370004121
239,277,Miracle on 34th Street (1994),0.9892202307375362
249,288,Natural Born Killers (1994),0.9890914709517924
