,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9974454058508446
3562,4878,Donnie Darko (2001),0.9943448702101361
706,924,2001: A Space Odyssey (1968),0.9936959208899876
6630,56174,I Am Legend (2007),0.9933662958384838
8376,109487,Interstellar (2014),0.9927946023897816
1009,1320,Alien³ (a.k.a. Alien 3) (1992),0.9920735475896169
2636,3527,Predator (1987),0.9917696744952618
1275,1690,Alien: Resurrection (1997),0.99057478368356
960,1261,Evil Dead II (Dead by Dawn) (1987),0.9890811701689328
1939,2571,"Matrix, The (1999)",0.9884631231973631
