,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.980222496909765
1183,1580,Men in Black (a.k.a. MIB) (1997),0.9785743716522456
6453,52281,Grindhouse (2007),0.9778430160692213
706,924,2001: A Space Odyssey (1968),0.9770086526576021
474,541,Blade Runner (1982),0.9767511330861145
472,539,Sleepless in Seattle (1993),0.9764575607746189
6772,60069,WALL·E (2008),0.976127935723115
858,1129,Escape from New York (1981),0.9752935723114957
615,780,Independence Day (a.k.a. ID4) (1996),0.9740626287597858
507,589,Terminator 2: Judgment Day (1991),0.9736814997939844
