,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9955294602389781
257,296,Pulp Fiction (1994),0.9945096827358879
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9938555830243099
15,16,Casino (1995),0.9934177997527812
4351,6365,"Matrix Reloaded, The (2003)",0.993196332921302
4639,6934,"Matrix Revolutions, The (2003)",0.9929079110012362
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9924134734239802
5,6,Heat (1995),0.9919087350638649
520,608,Fargo (1996),0.9911825298722703
486,555,True Romance (1993),0.990925010300783
