,movie_id,title,score_recomendacao
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9943345694272764
7372,79132,Inception (2010),0.9928976102183766
2836,3793,X-Men (2000),0.9924855789039967
3819,5349,Spider-Man (2002),0.9923825710754017
257,296,Pulp Fiction (1994),0.9918211784095592
512,595,Beauty and the Beast (1991),0.9910949732179646
5374,8961,"Incredibles, The (2004)",0.9903945199835189
5260,8636,Spider-Man 2 (2004),0.9900339925834363
6488,53125,Pirates of the Caribbean: At World's End (2007),0.9899000824062629
2260,3000,Princess Mononoke (Mononoke-hime) (1997),0.9892665842604038
