userId,movieId,rating,timestamp
1,1210,5.0,964980499
1,2018,5.0,964980523
1,3578,5.0,964980668
1,101,5.0,964980868
1,2858,5.0,964980868
1,2700,5.0,964980985
1,2395,5.0,964981093
1,1517,5.0,964981107
1,3253,5.0,964981107
1,1732,5.0,964981125
1,2596,5.0,964981144
1,3450,5.0,964981144
1,231,5.0,964981179
1,333,5.0,964981179
1,216,5.0,964981208
1,3052,5.0,964981208
1,2542,5.0,964981265
1,2502,5.0,964981278
1,1080,5.0,964981327
1,1136,5.0,964981327
1,1256,5.0,964981442
1,1927,5.0,964981497
1,923,5.0,964981529
1,3671,5.0,964981589
1,260,5.0,964981680
1,1073,5.0,964981680
1,1097,5.0,964981680
1,2872,5.0,964981680
1,2005,5.0,964981710
1,2161,5.0,964981710
1,1196,5.0,964981827
1,1198,5.0,964981827
1,2692,5.0,964981855
1,3793,5.0,964981855
1,1197,5.0,964981872
1,2944,5.0,964981872
1,2571,5.0,964981888
1,2949,5.0,964981888
1,457,5.0,964981909
1,1220,5.0,964981909
1,1222,5.0,964981909
1,1291,5.0,964981909
1,3703,5.0,964981909
1,940,5.0,964982176
1,1954,5.0,964982176
1,2947,5.0,964982176
1,2948,5.0,964982191
1,2427,5.0,964982242
1,2529,5.0,964982242
1,2993,5.0,964982242
1,2991,5.0,964982271
1,1275,5.0,964982290
1,1573,5.0,964982290
1,3441,5.0,964982328
1,1587,5.0,964982346
1,3729,5.0,964982363
1,1049,5.0,964982400
1,2058,5.0,964982400
1,919,5.0,964982475
1,2987,5.0,964982495
1,2115,5.0,964982529
1,362,5.0,964982588
1,2470,5.0,964982588
1,2641,5.0,964982620
1,1031,5.0,964982653
1,2094,5.0,964982653
1,1023,5.0,964982681
1,1282,5.0,964982703
1,2761,5.0,964982703
1,2899,5.0,964982703
1,1025,5.0,964982791
1,1032,5.0,964982791
1,2048,5.0,964982791
1,2137,5.0,964982791
1,2139,5.0,964982791
1,3034,5.0,964982791
1,596,5.0,964982838
1,661,5.0,964982838
1,2078,5.0,964982838
1,2090,5.0,964982838
1,2141,5.0,964982838
1,1029,5.0,964982855
1,1024,5.0,964982876
1,2116,5.0,964982876
1,2033,5.0,964982903
1,50,5.0,964982931
1,608,5.0,964982931
1,1089,5.0,964982951
1,1213,5.0,964982951
1,1617,5.0,964982951
1,2580,5.0,964983000
1,1804,5.0,964983034
1,2387,5.0,964983123
1,954,5.0,964983219
1,2329,5.0,964983263
1,2959,5.0,964983282
1,2654,5.0,964983393
1,1278,5.0,964983414
1,2459,5.0,964983414
1,2716,5.0,964983414
1,1092,5.0,964983484
1,3386,5.0,964983484
1,1625,5.0,964983504
1,3273,5.0,964983536
1,1226,5.0,964983618
1,163,5.0,964983650
1,2291,5.0,964983664
1,1270,5.0,964983705
1,1240,5.0,964983723
1,1206,5.0,964983737
1,3702,5.0,964983737
2,131724,5.0,1445714851
2,106782,5.0,1445714966
2,60756,5.0,1445714980
2,80906,5.0,1445715172
2,89774,5.0,1445715189
3,3703,5.0,1306463603
3,849,5.0,1306463611
3,6835,5.0,1306463670
3,7991,5.0,1306463684
3,5746,5.0,1306463708
3,5181,5.0,1306463718
3,4518,5.0,1306463770
3,70946,5.0,1306463815
3,5919,5.0,1306463825
4,162,5.0,945078571
4,538,5.0,945078636
4,1283,5.0,945078690
4,2843,5.0,945078814
4,2583,5.0,945078863
4,1967,5.0,945078967
4,2692,5.0,945079013
4,215,5.0,945079078
4,1733,5.0,945079143
4,2390,5.0,945079164
4,319,5.0,945079182
4,260,5.0,945079259
4,457,5.0,945079259
4,1084,5.0,945079259
4,919,5.0,945079521
4,2078,5.0,945079521
4,1282,5.0,945079653
4,1947,5.0,945079653
4,914,5.0,945079670
4,1449,5.0,945079767
4,492,5.0,945079872
4,3044,5.0,945079920
4,920,5.0,945173602
4,1046,5.0,945173654
4,1077,5.0,945173692
4,908,5.0,945173902
4,912,5.0,945173902
4,910,5.0,945173989
4,1250,5.0,945174008
4,2186,5.0,945174008
4,1203,5.0,945174025
4,1834,5.0,945174134
4,475,5.0,945174290
4,3365,5.0,964538329
4,3508,5.0,964538351
4,265,5.0,964538468
4,342,5.0,964538500
4,1188,5.0,964538500
4,930,5.0,964538571
4,1196,5.0,964538763
4,1197,5.0,964538763
4,2858,5.0,964539140
4,2791,5.0,964539628
4,1086,5.0,964539723
4,1103,5.0,964539723
4,2174,5.0,964539855
4,593,5.0,964539986
4,608,5.0,964540008
4,2204,5.0,964540008
4,3083,5.0,964622487
4,176,5.0,964622565
4,232,5.0,964622684
4,2599,5.0,964622684
4,125,5.0,964622758
4,898,5.0,964623347
4,4239,5.0,986848685
4,4034,5.0,986848753
5,590,5.0,847434747
5,296,5.0,847434748
5,595,5.0,847434832
5,527,5.0,847434960
5,58,5.0,847435238
5,594,5.0,847435238
5,596,5.0,847435292
5,290,5.0,847435311
5,475,5.0,847435311
6,590,5.0,845553109
6,349,5.0,845553146
6,588,5.0,845553146
6,316,5.0,845553174
6,457,5.0,845553174
6,595,5.0,845553174
6,318,5.0,845553200
6,356,5.0,845553200
6,480,5.0,845553200
6,110,5.0,845553283
6,364,5.0,845553317
6,377,5.0,845553317
6,500,5.0,845553354
6,587,5.0,845553381
6,160,5.0,845553457
